link,location,time,rx_gbs,tx_gbs
CenturyLink,US-DA3,2024-05-02 06:00:00,0.544530697,5.502354926
CenturyLink,US-DA3,2024-05-02 07:00:00,10.253655013,2.054638218
CenturyLink,US-DA3,2024-05-02 08:00:00,1.047442585,0.938334977
CenturyLink,US-DA3,2024-05-02 09:00:00,6.46310786,2.68278884
CenturyLink,US-DA3,2024-05-02 10:00:00,4.879278275,1.397160115
CenturyLink,US-DA3,2024-05-02 11:00:00,15.431484879,2.35855974
CenturyLink,US-DA3,2024-05-02 12:00:00,1.440636618,1.228473379
CenturyLink,US-DA3,2024-05-02 13:00:00,1.20720328,5.539607519
CenturyLink,US-DA3,2024-05-02 14:00:00,2.064744149,2.116754209
CenturyLink,US-DA3,2024-05-02 15:00:00,21.931777284,2.631696953
CenturyLink,US-DA3,2024-05-02 16:00:00,17.519587397,1.709272585
CenturyLink,US-DA3,2024-05-02 17:00:00,10.957550404,4.04887499
CenturyLink,US-DA3,2024-05-02 18:00:00,1.215415094,2.807223735
CenturyLink,US-DA3,2024-05-02 19:00:00,2.001746699,4.581751029
CenturyLink,US-DA3,2024-05-02 20:00:00,3.287514684,5.062628823
CenturyLink,US-DA3,2024-05-02 21:00:00,0.7874571929999999,2.742616774
CenturyLink,US-DA3,2024-05-02 22:00:00,1.364694321,5.314065856
CenturyLink,US-DA3,2024-05-02 23:00:00,7.292380806,4.237993078
CenturyLink,US-DA3,2024-05-03 00:00:00,0.460424869,1.241609952
CenturyLink,US-DA3,2024-05-03 01:00:00,2.423041584,5.173227986
CenturyLink,US-DA3,2024-05-03 02:00:00,14.024883703,3.000908625
CenturyLink,US-DA3,2024-05-03 03:00:00,14.742719424,1.143820585
CenturyLink,US-DA3,2024-05-03 04:00:00,1.658904607,0.527080209
CenturyLink,US-DA3,2024-05-03 05:00:00,0.683318796,1.426831708
CenturyLink,US-DA3,2024-05-03 06:00:00,17.157083110000002,1.288386263
CenturyLink,US-DA3,2024-05-03 07:00:00,0.782602554,5.852397619
CenturyLink,US-DA3,2024-05-03 08:00:00,0.0,2.871223045
CenturyLink,US-DA3,2024-05-03 09:00:00,1.010960997,2.256780657
CenturyLink,US-DA3,2024-05-03 10:00:00,1.885436546,1.461265854
CenturyLink,US-DA3,2024-05-03 11:00:00,8.144214518,3.518631358
CenturyLink,US-DA3,2024-05-03 12:00:00,1.188597634,2.455662895
CenturyLink,US-DA3,2024-05-03 13:00:00,2.423041584,1.981846561
CenturyLink,US-DA3,2024-05-03 14:00:00,1.098463655,5.163760903
CenturyLink,US-DA3,2024-05-03 15:00:00,3.222876254,1.088878328
CenturyLink,US-DA3,2024-05-03 16:00:00,1.597779059,0.543524986
CenturyLink,US-DA3,2024-05-03 17:00:00,0.930237242,1.079378384
CenturyLink,US-DA3,2024-05-03 18:00:00,1.420105525,2.191578842
CenturyLink,US-DA3,2024-05-03 19:00:00,1.555086503,5.065005187
CenturyLink,US-DA3,2024-05-03 20:00:00,9.157530393,1.944775833
CenturyLink,US-DA3,2024-05-03 21:00:00,1.584567169,3.04994581
CenturyLink,US-DA3,2024-05-03 22:00:00,0.432801637,2.206906851
CenturyLink,US-DA3,2024-05-03 23:00:00,4.453321463,6.973003768
CenturyLink,US-DA3,2024-05-04 00:00:00,19.110383402,2.739372685
CenturyLink,US-DA3,2024-05-04 01:00:00,1.943923392,0.579443681
CenturyLink,US-DA3,2024-05-04 02:00:00,7.99616902,3.591615786
CenturyLink,US-DA3,2024-05-04 03:00:00,15.952173358,2.072073157
CenturyLink,US-DA3,2024-05-04 04:00:00,1.286584687,1.460478787
CenturyLink,US-DA3,2024-05-04 05:00:00,0.784337546,3.679814703
CenturyLink,US-DA3,2024-05-04 06:00:00,2.317001211,2.150646321
CenturyLink,US-DA3,2024-05-04 07:00:00,19.389613463,0.960050218
CenturyLink,US-DA3,2024-05-04 08:00:00,1.199362206,3.538303116
CenturyLink,US-DA3,2024-05-04 09:00:00,0.72178058,0.6998155420000001
CenturyLink,US-DA3,2024-05-04 10:00:00,13.888667268,2.814819933
CenturyLink,US-DA3,2024-05-04 11:00:00,2.338944593,0.925870197
CenturyLink,US-DA3,2024-05-04 12:00:00,1.611736138,0.925870197
CenturyLink,US-DA3,2024-05-04 13:00:00,1.145479985,1.428851998
CenturyLink,US-DA3,2024-05-04 14:00:00,0.889744739,0.818203082
CenturyLink,US-DA3,2024-05-04 15:00:00,3.701344214,0.0
CenturyLink,US-DA3,2024-05-04 16:00:00,0.730444542,1.596095329
CenturyLink,US-DA3,2024-05-04 17:00:00,1.328174456,5.20235647
CenturyLink,US-DA3,2024-05-04 18:00:00,11.111434111,1.509136001
CenturyLink,US-DA3,2024-05-04 19:00:00,1.993479244,4.650748791
CenturyLink,US-DA3,2024-05-04 20:00:00,1.034837453,0.8817408259999999
CenturyLink,US-DA3,2024-05-04 21:00:00,0.731654974,2.151257748
CenturyLink,US-DA3,2024-05-04 22:00:00,14.011697212,2.881452977
CenturyLink,US-DA3,2024-05-04 23:00:00,0.478444668,5.005272583
CenturyLink,US-DA3,2024-05-05 00:00:00,1.01224977,2.348296116
CenturyLink,US-DA3,2024-05-05 01:00:00,1.04894283,2.244073161
CenturyLink,US-DA3,2024-05-05 02:00:00,1.445695704,1.098590395
CenturyLink,US-DA3,2024-05-05 03:00:00,1.279151632,0.6982739649999999
CenturyLink,US-DA3,2024-05-05 04:00:00,1.675101218,4.908212241
CenturyLink,US-DA3,2024-05-05 05:00:00,0.927903418,2.456698879
CenturyLink,US-DA3,2024-05-05 06:00:00,2.481672299,2.889518357
CenturyLink,US-DA3,2024-05-05 07:00:00,1.338196936,5.94834337
CenturyLink,US-DA3,2024-05-05 08:00:00,0.807828923,2.210089473
CenturyLink,US-DA3,2024-05-05 09:00:00,1.547451525,1.675888135
CenturyLink,US-DA3,2024-05-05 10:00:00,0.871183715,1.387734945
CenturyLink,US-DA3,2024-05-05 11:00:00,0.756276102,1.315213686
CenturyLink,US-DA3,2024-05-05 12:00:00,1.502585694,3.071116526
CenturyLink,US-DA3,2024-05-05 13:00:00,4.359931042,11.525107987
CenturyLink,US-DA3,2024-05-05 14:00:00,20.104548056,5.694045457
CenturyLink,US-DA3,2024-05-05 15:00:00,2.820718818,6.264817477999999
CenturyLink,US-DA3,2024-05-05 16:00:00,6.46310786,13.715619898
CenturyLink,US-DA3,2024-05-05 17:00:00,1.550370426,4.389261504
CenturyLink,US-DA3,2024-05-05 18:00:00,20.149307908,1.199121739
CenturyLink,US-DA3,2024-05-05 19:00:00,3.707130366,2.195443964
CenturyLink,US-DA3,2024-05-05 20:00:00,2.681265813,3.617300467
CenturyLink,US-DA3,2024-05-05 21:00:00,14.981792533,0.745291031
CenturyLink,US-DA3,2024-05-05 22:00:00,3.222876254,0.0
CenturyLink,US-DA3,2024-05-05 23:00:00,0.612903266,2.73812555
CenturyLink,US-DA3,2024-05-06 00:00:00,2.820718818,2.505060109
CenturyLink,US-DA3,2024-05-06 01:00:00,2.250491759,1.158205279
CenturyLink,US-DA3,2024-05-06 02:00:00,0.533897068,1.702595008
CenturyLink,US-DA3,2024-05-06 03:00:00,1.613366669,4.882788472
CenturyLink,US-DA3,2024-05-06 04:00:00,7.912255778,2.195443964
CenturyLink,US-DA3,2024-05-06 05:00:00,1.215415094,2.814819933
CenturyLink,US-DA3,2024-05-06 06:00:00,18.2330441,0.87290048
CenturyLink,US-DA3,2024-05-06 07:00:00,0.528652284,3.026097453
CenturyLink,US-DA3,2024-05-06 08:00:00,0.783905864,0.0
CenturyLink,US-DA3,2024-05-06 09:00:00,39.104479537,1.358564013
CenturyLink,US-DA3,2024-05-06 10:00:00,2.073660006,1.879363168
CenturyLink,US-DA3,2024-05-06 11:00:00,0.535761389,1.69707068
CenturyLink,US-DA3,2024-05-06 12:00:00,0.6348867659999999,5.473620842
CenturyLink,US-DA3,2024-05-06 13:00:00,1.00469548,0.942288839
CenturyLink,US-DA3,2024-05-06 14:00:00,19.772212893,2.801487546
CenturyLink,US-DA3,2024-05-06 15:00:00,0.898676655,10.081388264
CenturyLink,US-DA3,2024-05-06 16:00:00,2.323320684,2.218283038
CenturyLink,US-DA3,2024-05-06 17:00:00,16.396908744,2.028851837
CenturyLink,US-DA3,2024-05-06 18:00:00,1.000156042,2.722451263
CenturyLink,US-DA3,2024-05-06 19:00:00,0.0,7.038888002
CenturyLink,US-DA3,2024-05-06 20:00:00,12.883066242,5.539607519
CenturyLink,US-DA3,2024-05-06 21:00:00,1.363219001,1.523619179
CenturyLink,US-DA3,2024-05-06 22:00:00,1.97328858,4.104362104
CenturyLink,US-DA3,2024-05-06 23:00:00,4.492714469,1.045954387
CenturyLink,US-DA3,2024-05-07 00:00:00,43.165271423,1.6195480880000002
CenturyLink,US-DA3,2024-05-07 01:00:00,1.015430988,1.164248549
CenturyLink,US-DA3,2024-05-07 02:00:00,18.56814142,1.634123899
CenturyLink,US-DA3,2024-05-07 03:00:00,5.078187741,3.348781712
CenturyLink,US-DA3,2024-05-07 04:00:00,1.270846884,4.504495335
CenturyLink,US-DA3,2024-05-07 05:00:00,1.307316613,0.4974988299999999
CenturyLink,US-DA3,2024-05-07 06:00:00,0.576682165,0.6998155420000001
CenturyLink,US-DA3,2024-05-07 07:00:00,3.413842926,1.790929262
CenturyLink,US-DA3,2024-05-07 08:00:00,1.198606613,5.401297124
CenturyLink,US-DA3,2024-05-07 09:00:00,1.190875947,0.0
CenturyLink,US-DA3,2024-05-07 10:00:00,0.828316712,1.709419691
CenturyLink,US-DA3,2024-05-07 11:00:00,1.542318416,4.237007136
CenturyLink,US-DA3,2024-05-07 12:00:00,1.502041557,1.159085871
CenturyLink,US-DA3,2024-05-07 13:00:00,1.659257282,0.0
CenturyLink,US-DA3,2024-05-07 14:00:00,3.621352996,1.933728992
CenturyLink,US-DA3,2024-05-07 15:00:00,7.411236908999999,1.675888135
CenturyLink,US-DA3,2024-05-07 16:00:00,1.403629776,1.365121985
CenturyLink,US-DA3,2024-05-07 17:00:00,0.0,3.360337488
CenturyLink,US-DA3,2024-05-07 18:00:00,1.083096488,4.7832017780000005
CenturyLink,US-DA3,2024-05-07 19:00:00,0.769469288,2.1676083200000003
CenturyLink,US-DA3,2024-05-07 20:00:00,0.929303675,0.55962618
CenturyLink,US-DA3,2024-05-07 21:00:00,1.559400816,3.599860743
CenturyLink,US-DA3,2024-05-07 22:00:00,1.658904607,4.4260992
CenturyLink,US-DA3,2024-05-07 23:00:00,1.425283781,2.621756213
CenturyLink,US-DA3,2024-05-08 00:00:00,2.9528364170000003,2.46862495
CenturyLink,US-DA3,2024-05-08 01:00:00,1.569371353,2.252785356
CenturyLink,US-DA3,2024-05-08 02:00:00,1.613366669,1.77665979
CenturyLink,US-DA3,2024-05-08 03:00:00,14.850727343,3.166845677
CenturyLink,US-DA3,2024-05-08 04:00:00,3.393799136,0.725774938
CenturyLink,US-DA3,2024-05-08 05:00:00,0.990287168,6.416412906
CenturyLink,US-DA3,2024-05-08 06:00:00,18.2330441,2.017722559
CenturyLink,US-DA3,2024-05-08 07:00:00,8.596790649999999,6.246156112
CenturyLink,US-DA3,2024-05-08 08:00:00,1.445695704,0.649869515
CenturyLink,US-DA3,2024-05-08 09:00:00,1.737780867,2.941533803
CenturyLink,US-DA3,2024-05-08 10:00:00,0.7362939900000001,2.46862495
CenturyLink,US-DA3,2024-05-08 11:00:00,0.770071138,2.690222597
CenturyLink,US-DA3,2024-05-08 12:00:00,17.145982618,4.092583028
CenturyLink,US-DA3,2024-05-08 13:00:00,1.084825851,3.011450385
CenturyLink,US-DA3,2024-05-08 14:00:00,10.577554339,1.880970285
CenturyLink,US-DA3,2024-05-08 15:00:00,0.905732853,1.228199765
CenturyLink,US-DA3,2024-05-08 16:00:00,7.484032103,1.789553239
CenturyLink,US-DA3,2024-05-08 17:00:00,0.827998547,6.756500832
CenturyLink,US-DA3,2024-05-08 18:00:00,0.990287168,1.475106501
CenturyLink,US-DA3,2024-05-08 19:00:00,2.138714905,5.650672154
CenturyLink,US-DA3,2024-05-08 20:00:00,0.798352809,17.505951422
CenturyLink,US-DA3,2024-05-08 21:00:00,1.321180519,2.448250278
CenturyLink,US-DA3,2024-05-08 22:00:00,0.0,4.501712801
CenturyLink,US-DA3,2024-05-08 23:00:00,6.8653297250000005,2.264354561
CenturyLink,US-DA3,2024-05-09 00:00:00,5.925878305,1.114616715
CenturyLink,US-DA3,2024-05-09 01:00:00,6.652269303000001,4.04887499
CenturyLink,US-DA3,2024-05-09 02:00:00,3.768283672,0.4319257669999999
CenturyLink,US-DA3,2024-05-09 03:00:00,1.7134567040000002,1.344096249
CenturyLink,US-DA3,2024-05-09 04:00:00,1.602164283,1.198590686
CenturyLink,US-DA3,2024-05-09 05:00:00,2.454474623,5.542723239
CenturyLink,US-DA3,2024-05-09 06:00:00,2.064744149,5.453842163
CenturyLink,US-DA3,2024-05-09 07:00:00,1.290915198,4.770981776
CenturyLink,US-DA3,2024-05-09 08:00:00,1.81347808,2.085398414
CenturyLink,US-DA3,2024-05-09 09:00:00,3.445916407,2.711627338
CenturyLink,US-DA3,2024-05-09 10:00:00,0.700347971,3.679814703
CenturyLink,US-DA3,2024-05-09 11:00:00,16.901864094,1.286818433
CenturyLink,US-DA3,2024-05-09 12:00:00,0.761255403,4.555932044
CenturyLink,US-DA3,2024-05-09 13:00:00,13.915337111,0.6664426539999999
CenturyLink,US-DA3,2024-05-09 14:00:00,1.461606468,2.281757126
CenturyLink,US-DA3,2024-05-09 15:00:00,2.243881418,3.975047138
CenturyLink,US-DA3,2024-05-09 16:00:00,1.703742328,1.972074332
CenturyLink,US-DA3,2024-05-09 17:00:00,22.084456784,17.505951422
CenturyLink,US-DA3,2024-05-09 18:00:00,1.440636618,1.028585318
CenturyLink,US-DA3,2024-05-09 19:00:00,1.630857871,2.229593744
CenturyLink,US-DA3,2024-05-09 20:00:00,0.774808165,4.92518203
CenturyLink,US-DA3,2024-05-09 21:00:00,7.724793168,3.167658181
CenturyLink,US-DA3,2024-05-09 22:00:00,2.423041584,2.198540417
CenturyLink,US-DA3,2024-05-09 23:00:00,7.604866125,3.026097453
CenturyLink,US-DA3,2024-05-10 00:00:00,8.165189732,1.986081453
CenturyLink,US-DA3,2024-05-10 01:00:00,1.586311149,1.164248549
CenturyLink,US-DA3,2024-05-10 02:00:00,1.991784602,1.210882455
CenturyLink,US-DA3,2024-05-10 03:00:00,0.692674422,2.860855522
CenturyLink,US-DA3,2024-05-10 04:00:00,4.392723426,4.496916015
CenturyLink,US-DA3,2024-05-10 05:00:00,1.569371353,2.221996018
CenturyLink,US-DA3,2024-05-10 06:00:00,0.89406695,0.644034463
CenturyLink,US-DA3,2024-05-10 07:00:00,16.659568303,6.416412906
CenturyLink,US-DA3,2024-05-10 08:00:00,0.910094002,1.134596455
CenturyLink,US-DA3,2024-05-10 09:00:00,21.108266259,2.889518357
CenturyLink,US-DA3,2024-05-10 10:00:00,17.88742986,0.63275548
CenturyLink,US-DA3,2024-05-10 11:00:00,3.413842926,0.0
CenturyLink,US-DA3,2024-05-10 12:00:00,1.079561231,5.286599214
CenturyLink,US-DA3,2024-05-10 13:00:00,0.866684046,1.748817021
CenturyLink,US-DA3,2024-05-10 14:00:00,1.791873738,3.252607335
CenturyLink,US-DA3,2024-05-10 15:00:00,0.625749369,5.979061773
CenturyLink,US-DA3,2024-05-10 16:00:00,14.011697212,3.895371922
CenturyLink,US-DA3,2024-05-10 17:00:00,2.847031108,3.166845677
CenturyLink,US-DA3,2024-05-10 18:00:00,0.612903266,2.018945817
CenturyLink,US-DA3,2024-05-10 19:00:00,17.415351547,1.654178732
CenturyLink,US-DA3,2024-05-10 20:00:00,2.095728678,5.932421065
CenturyLink,US-DA3,2024-05-10 21:00:00,1.0767245170000002,2.73812555
CenturyLink,US-DA3,2024-05-10 22:00:00,2.008676206,5.314065856
CenturyLink,US-DA3,2024-05-10 23:00:00,0.69877296,0.0
CenturyLink,US-DA3,2024-05-11 00:00:00,17.368999767000002,2.316018618
CenturyLink,US-DA3,2024-05-11 01:00:00,11.368764291,5.401297124
CenturyLink,US-DA3,2024-05-11 02:00:00,0.843883282,1.944705205
CenturyLink,US-DA3,2024-05-11 03:00:00,0.77516838,3.305462623
CenturyLink,US-DA3,2024-05-11 04:00:00,0.0,0.611121958
CenturyLink,US-DA3,2024-05-11 05:00:00,5.266012457,1.628626831
CenturyLink,US-DA3,2024-05-11 06:00:00,14.683517889,1.905553499
CenturyLink,US-DA3,2024-05-11 07:00:00,5.350841181,2.900424595
CenturyLink,US-DA3,2024-05-11 08:00:00,1.04894283,2.364305947
CenturyLink,US-DA3,2024-05-11 09:00:00,1.217077365,1.509136001
CenturyLink,US-DA3,2024-05-11 10:00:00,14.983854384,6.025381686
CenturyLink,US-DA3,2024-05-11 11:00:00,1.090538564,1.831746883
CenturyLink,US-DA3,2024-05-11 12:00:00,32.605910711,0.4319257669999999
CenturyLink,US-DA3,2024-05-11 13:00:00,1.425073444,2.20507314
CenturyLink,US-DA3,2024-05-11 14:00:00,8.885320366,0.6664426539999999
CenturyLink,US-DA3,2024-05-11 15:00:00,2.338944593,1.412110216
CenturyLink,US-DA3,2024-05-11 16:00:00,10.856483608,4.219251289
CenturyLink,US-DA3,2024-05-11 17:00:00,1.083176353,2.367239097
CenturyLink,US-DA3,2024-05-11 18:00:00,0.886512628,14.720633979
CenturyLink,US-DA3,2024-05-11 19:00:00,1.250474134,1.007150986
CenturyLink,US-DA3,2024-05-11 20:00:00,2.9528364170000003,5.44202411
CenturyLink,US-DA3,2024-05-11 21:00:00,1.746524211,1.501568856
CenturyLink,US-DA3,2024-05-11 22:00:00,0.905732853,1.564501146
CenturyLink,US-DA3,2024-05-11 23:00:00,7.145052976,3.92809206
CenturyLink,US-DA3,2024-05-12 00:00:00,16.83868672,3.265175102
CenturyLink,US-DA3,2024-05-12 01:00:00,1.697546107,0.735058197
CenturyLink,US-DA3,2024-05-12 02:00:00,1.611736138,1.286818433
CenturyLink,US-DA3,2024-05-12 03:00:00,0.876561702,1.58204974
CenturyLink,US-DA3,2024-05-12 04:00:00,2.039249603,1.395421119
CenturyLink,US-DA3,2024-05-12 05:00:00,1.613366669,1.191107563
CenturyLink,US-DA3,2024-05-12 06:00:00,12.00689978,3.357225894
CenturyLink,US-DA3,2024-05-12 07:00:00,0.848686706,3.994423945
CenturyLink,US-DA3,2024-05-12 08:00:00,17.640667894,0.0
CenturyLink,US-DA3,2024-05-12 09:00:00,11.749592317,5.656347504
CenturyLink,US-DA3,2024-05-12 10:00:00,17.39774647,4.579356455999999
CenturyLink,US-DA3,2024-05-12 11:00:00,0.68477135,3.334629394
CenturyLink,US-DA3,2024-05-12 12:00:00,0.641075565,2.586025509
CenturyLink,US-DA3,2024-05-12 13:00:00,1.102117634,4.851005138
CenturyLink,US-DA3,2024-05-12 14:00:00,5.382933659,4.537265212
CenturyLink,US-DA3,2024-05-12 15:00:00,0.626654148,1.261150522
CenturyLink,US-DA3,2024-05-12 16:00:00,0.852497145,4.882788472
CenturyLink,US-DA3,2024-05-12 17:00:00,1.051608066,5.398368224
CenturyLink,US-DA3,2024-05-12 18:00:00,1.022521911,3.058607646
CenturyLink,US-DA3,2024-05-12 19:00:00,0.916215748,2.897196267
CenturyLink,US-DA3,2024-05-12 20:00:00,6.141370972,2.264354561
CenturyLink,US-DA3,2024-05-12 21:00:00,3.492018408,2.871223045
CenturyLink,US-DA3,2024-05-12 22:00:00,3.105302364,4.698417813
CenturyLink,US-DA3,2024-05-12 23:00:00,2.74285533,0.87290048
CenturyLink,US-DA3,2024-05-13 00:00:00,7.698335656999999,1.319743895
CenturyLink,US-DA3,2024-05-13 01:00:00,1.425283781,2.73812555
CenturyLink,US-DA3,2024-05-13 02:00:00,7.511599118999999,3.777227618
CenturyLink,US-DA3,2024-05-13 03:00:00,15.833685013,0.7635114080000001
CenturyLink,US-DA3,2024-05-13 04:00:00,3.2877204410000003,3.975201908
CenturyLink,US-DA3,2024-05-13 05:00:00,14.435574913,1.959336108
CenturyLink,US-DA3,2024-05-13 06:00:00,3.707130366,5.121902213
CenturyLink,US-DA3,2024-05-13 07:00:00,0.629412719,2.711627338
CenturyLink,US-DA3,2024-05-13 08:00:00,0.69877296,5.997700979999999
CenturyLink,US-DA3,2024-05-13 09:00:00,0.843883282,1.618427923
CenturyLink,US-DA3,2024-05-13 10:00:00,0.873250834,2.4002862780000003
CenturyLink,US-DA3,2024-05-13 11:00:00,3.289524909,1.613280946
CenturyLink,US-DA3,2024-05-13 12:00:00,0.67877708,1.123707213
CenturyLink,US-DA3,2024-05-13 13:00:00,2.008676206,1.643827872
CenturyLink,US-DA3,2024-05-13 14:00:00,0.988287207,1.139959386
CenturyLink,US-DA3,2024-05-13 15:00:00,10.813356128,6.283650741
CenturyLink,US-DA3,2024-05-13 16:00:00,14.291413,2.3831683
CenturyLink,US-DA3,2024-05-13 17:00:00,1.499106963,0.995746962
CenturyLink,US-DA3,2024-05-13 18:00:00,1.070300671,2.068194222
CenturyLink,US-DA3,2024-05-13 19:00:00,0.722384957,2.959859107
CenturyLink,US-DA3,2024-05-13 20:00:00,1.613366669,1.385220691
CenturyLink,US-DA3,2024-05-13 21:00:00,1.304128591,5.098987113
CenturyLink,US-DA3,2024-05-13 22:00:00,19.795940349,2.388856704
CenturyLink,US-DA3,2024-05-13 23:00:00,1.483510302,1.833105951
CenturyLink,US-DA3,2024-05-14 00:00:00,0.803086689,0.644034463
CenturyLink,US-DA3,2024-05-14 01:00:00,14.024883703,2.777466103
CenturyLink,US-DA3,2024-05-14 02:00:00,6.551745596,0.517803175
CenturyLink,US-DA3,2024-05-14 03:00:00,12.121539894,1.32864993
CenturyLink,US-DA3,2024-05-14 04:00:00,3.934038493,4.258439807
CenturyLink,US-DA3,2024-05-14 05:00:00,20.835514978,2.106140549
CenturyLink,US-DA3,2024-05-14 06:00:00,27.963601878,2.380489362
CenturyLink,US-DA3,2024-05-14 07:00:00,43.165271423,2.252785356
CenturyLink,US-DA3,2024-05-14 08:00:00,3.679104962,3.168727758
CenturyLink,US-DA3,2024-05-14 09:00:00,1.54460139,2.722451263
CenturyLink,US-DA3,2024-05-14 10:00:00,1.06876097,4.142858723
CenturyLink,US-DA3,2024-05-14 11:00:00,0.431287614,17.505951422
CenturyLink,US-DA3,2024-05-14 12:00:00,0.7765708769999999,4.501712801
CenturyLink,US-DA3,2024-05-14 13:00:00,0.843107209,2.329250115
CenturyLink,US-DA3,2024-05-14 14:00:00,2.048260423,2.4558319710000003
CenturyLink,US-DA3,2024-05-14 15:00:00,21.244879676,1.234297801
CenturyLink,US-DA3,2024-05-14 16:00:00,0.431287614,0.783696333
CenturyLink,US-DA3,2024-05-14 17:00:00,1.35046981,1.2648760220000002
CenturyLink,US-DA3,2024-05-14 18:00:00,0.0,4.770981776
CenturyLink,US-DA3,2024-05-14 19:00:00,0.787428985,0.488695796
CenturyLink,US-DA3,2024-05-14 20:00:00,1.600233325,4.581751029
CenturyLink,US-DA3,2024-05-14 21:00:00,29.406239821,2.3831683
CenturyLink,US-DA3,2024-05-14 22:00:00,0.586543971,2.281757126
CenturyLink,US-DA3,2024-05-14 23:00:00,0.456777402,0.902697519
CenturyLink,US-DA3,2024-05-15 00:00:00,0.0,5.656347504
CenturyLink,US-DA3,2024-05-15 01:00:00,0.555038712,2.173945776
CenturyLink,US-DA3,2024-05-15 02:00:00,6.062098708,2.934543114
CenturyLink,US-DA3,2024-05-15 03:00:00,1.585131282,2.210089473
CenturyLink,US-DA3,2024-05-15 04:00:00,0.859005907,3.3097564960000003
CenturyLink,US-DA3,2024-05-15 05:00:00,14.983854384,2.077977217
CenturyLink,US-DA3,2024-05-15 06:00:00,1.290915198,1.551563129
CenturyLink,US-DA3,2024-05-15 07:00:00,4.093656273,1.443781726
CenturyLink,US-DA3,2024-05-15 08:00:00,18.139515541,1.315213686
CenturyLink,US-DA3,2024-05-15 09:00:00,1.090538564,1.229890283
CenturyLink,US-DA3,2024-05-15 10:00:00,0.8038456860000001,2.559683936
CenturyLink,US-DA3,2024-05-15 11:00:00,1.393416587,6.106845514
CenturyLink,US-DA3,2024-05-15 12:00:00,14.011697212,1.546309532
CenturyLink,US-DA3,2024-05-15 13:00:00,10.813356128,5.425074342
CenturyLink,US-DA3,2024-05-15 14:00:00,2.146757829,3.933994411
CenturyLink,US-DA3,2024-05-15 15:00:00,0.827998547,1.58204974
CenturyLink,US-DA3,2024-05-15 16:00:00,16.259340856,1.642276362
CenturyLink,US-DA3,2024-05-15 17:00:00,1.418703584,4.717375675
CenturyLink,US-DA3,2024-05-15 18:00:00,0.432801637,1.587532972
CenturyLink,US-DA3,2024-05-15 19:00:00,1.915065477,1.986081453
CenturyLink,US-DA3,2024-05-15 20:00:00,0.969298946,1.22422103
CenturyLink,US-DA3,2024-05-15 21:00:00,7.567024841,1.615932166
CenturyLink,US-DA3,2024-05-15 22:00:00,15.201768411,5.577221726
CenturyLink,US-DA3,2024-05-15 23:00:00,10.957550404,0.919065005
CenturyLink,US-DA3,2024-05-16 00:00:00,15.32179194,2.934543114
CenturyLink,US-DA3,2024-05-16 01:00:00,8.476814396,4.304510408
CenturyLink,US-DA3,2024-05-16 02:00:00,21.108266259,1.282715794
CenturyLink,US-DA3,2024-05-16 03:00:00,1.268961249,1.397160115
CenturyLink,US-DA3,2024-05-16 04:00:00,1.420105525,3.13800719
